Tue Apr 30 00:40:07 2024    profile_results.prof

         123280698 function calls (122838937 primitive calls) in 653.347 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:184(_run_block_rewrite)
       15    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:575(__call__)
       53    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexing.py:918(__getitem__)
    31694    0.004    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1888(_nonzero_dispatcher)
     1500    0.003    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\functions.py:245(__init__)
    78156    0.004    0.000    0.004    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.004    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:630(from_codes)
     6607    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.004    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\consts.py:85(<genexpr>)
        3    0.000    0.000    0.004    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\arrayobj.py:480(getitem_arraynd_intp)
        4    0.000    0.000    0.004    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:3587(__setitem__)
      163    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:246(make_block)
     1695    0.004    0.000    0.004    0.000 {built-in method _abc._abc_init}
       10    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:1262(close)
        4    0.000    0.000    0.004    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:3774(_set_item)
       53    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexing.py:1535(_getitem_axis)
    31707    0.004    0.000    0.004    0.000 {pandas._libs.lib.item_from_zerodim}
  170/155    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:689(cast)
      152    0.000    0.000    0.004    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:140(register_jitable)
        1    0.000    0.000    0.004    0.004 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\listobj.py:1(<module>)
        2    0.000    0.000    0.004    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_base.py:916(todense)
        2    0.000    0.000    0.003    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_compressed.py:1048(toarray)
    31724    0.003    0.000    0.003    0.000 {pandas._libs.lib.is_bool}
     1004    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:537(__init__)
        2    0.003    0.002    0.003    0.002 {built-in method scipy.sparse._sparsetools.csr_todense}
    31710    0.003    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:296(_is_all_dates)
       53    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexing.py:1570(_get_slice_axis)
     1262    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:123(_match)
       24    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\re.py:250(compile)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\typed\dictobject.py:1(<module>)
        4    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:3749(_set_item_mgr)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudaimpl.py:1(<module>)
    31698    0.003    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:1711(<genexpr>)
     5728    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
     5440    0.003    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:166(colour)
       12    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:205(_from_values_or_dtype)
       20    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:182(__init__)
        4    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:3744(_iset_item_mgr)
       20    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:331(_finalize)
        2    0.000    0.000    0.003    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\utils.py:779(__get__)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\array_algos\putmask.py:29(putmask_inplace)
       57    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:80(run)
       38    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\registry.py:25(target_context)
       12    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:510(validate_categories)
        1    0.000    0.000    0.003    0.003 <__array_function__ internals>:177(putmask)
      199    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:1412(_alloca_var)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\registry.py:15(_toplevel_target_context)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cpu.py:41(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:225(__init__)
    12568    0.002    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\utils.py:524(sublist_iterator)
       10    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:221(get_values)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cpu.py:48(init)
        3    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\postproc.py:158(_insert_var_dels)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadecl.py:1(<module>)
        3    0.001    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\postproc.py:179(_patch_var_dels)
       20    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\sre_compile.py:783(compile)
       14    0.003    0.000    0.003    0.000 {built-in method nt.listdir}
4232/3546    0.002    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:121(__hash__)
2647/2623    0.001    0.000    0.003    0.000 {method 'join' of 'str' objects}
       16    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:1100(get_abi_sizeof)
       21    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\misc.py:87(maybe_literal)
     1193    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:517(can_convert)
        5    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:84(_fix_ssa_vars)
       19    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:1531(alloca)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typed_passes.py:557(run_pass)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir_utils.py:2238(check_and_legalize_ir)
       16    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\types.py:48(get_abi_size)
      534    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\colorama\ansitowin32.py:49(isatty)
        9    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\postproc.py:46(livemap)
       19    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:1536(alloca_lltype)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\dispatcher.py:193(bind)
        6    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\pprint.py:446(_pprint_default_dict)
       40    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\vector_types.py:87(enable_vector_type_ctor)
        2    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\ctypes\__init__.py:340(__init__)
        9    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:60(compute_live_map)
       12    0.003    0.000    0.003    0.000 {pandas._libs.lib.infer_dtype}
        2    0.003    0.001    0.003    0.001 {built-in method _ctypes.LoadLibrary}
       18    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:71(fix_point)
     5728    0.003    0.000    0.003    0.000 {method 'release' of '_thread.RLock' objects}
     1036    0.001    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:557(_set_name)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\codegen.py:1163(__init__)
       53    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:3820(_slice)
     5440    0.003    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\utils.py:43(__format__)
        4    0.003    0.001    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\sklearn\utils\_encode.py:164(<dictcomp>)
       16    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\types.py:33(_get_ll_pointer_type)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typed_passes.py:883(run_pass)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\charseq.py:1(<module>)
       83    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:398(intrinsic)
        1    0.000    0.000    0.003    0.003 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\randomimpl.py:1(<module>)
       83    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:435(_intrinsic)
        4    0.000    0.000    0.003    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\concat.py:475(_concatenate_join_units)
        7    0.000    0.000    0.003    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:694(get_item_pointer)
      112    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\inspect.py:3111(signature)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:291(get_data_algo)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:300(_check_object_for_strings)
      112    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\inspect.py:2859(from_callable)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\concat.py:490(<listcomp>)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\concat.py:403(get_reindexed_values)
       40    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\vector_types.py:49(make_vector_type)
       80    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
      112    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\inspect.py:2246(_signature_from_callable)
      104    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:263(resolve_getattr)
        2    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1895(_simple_blockify)
      312    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
      184    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:287(find_matching_getattr_template)
2281/2280    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:54(get_reference)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:1305(_sort_idx)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\sorting.py:604(get_group_index_sorter)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cuda_paths.py:216(_get_nvvm_path)
        6    0.002    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2018(is_unique)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\numbers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\byteflow.py:94(run)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\codegen.py:1173(_init)
      280    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\functions.py:266(augment)
       79    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:929(gep_inbounds)
      176    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:268(core)
      109    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\typeof.py:41(typeof_impl)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\target.py:149(prepare_cuda_kernel)
       79    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:936(gep)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\target.py:185(generate_kernel_wrapper)
     1036    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:16(register)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\codegen.py:156(get_cubin)
       83    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:352(_register)
        4    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1022(iset)
      534    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\_collections_abc.py:767(__contains__)
     1568    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:372(_insert_getattr_defn)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:342(init)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:358(_find_singly_assigned_variable)
      177    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:1187(make_overload_method_template)
5955/5753    0.002    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:124(__eq__)
       14    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\arrayobj.py:97(shape)
     1024    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeconv\typeconv.py:40(check_compatible)
       48    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:500(get_constant_generic)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cuda_paths.py:55(_get_libdevice_paths)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\unicode_support.py:1(<module>)
       10    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:344(highlight)
       38    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:362(alloca_once)
      247    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\functions.py:305(<listcomp>)
      184    0.002    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:1165(make_overload_attribute_template)
     1568    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:380(_insert_cast_defn)
     1568    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:384(_insert_get_constant_defn)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\untyped_passes.py:138(run_pass)
    84/48    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\function.py:103(_make_dgl_args)
      328    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\libdevicefuncs.py:994(create_signature)
       18    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\linecache.py:36(getlines)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\typed\listobject.py:1(<module>)
        4    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\linecache.py:80(updatecache)
       57    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
       10    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:341(indicate)
       20    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\sre_parse.py:944(parse)
     1568    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:376(_insert_setattr_defn)
      119    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:1794(_dispatch)
       75    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\targetconfig.py:196(values)
       24    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:235(compute_cfg_from_blocks)
       57    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:142(_get_ptr_by_index)
        8    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_construct.py:229(eye)
        9    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:118(compute_dead_maps)
      114    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
       48    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:607(generic)
      503    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\functions.py:230(_unlit_non_poison)
       75    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\targetconfig.py:199(<dictcomp>)
       10    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:332(code)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\npyimpl.py:1(<module>)
     1050    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:183(signature)
      112    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\inspect.py:2152(_signature_from_function)
       10    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:338(filename)
      317    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\libdevicedecl.py:9(Libdevice_function)
       48    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:698(_get_impl)
    36/20    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\sre_parse.py:436(_parse_sub)
       13    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:1510(typeof_const)
       34    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:149(__getattr__)
        3    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\convert.py:1978(create_from_edges)
       57    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      456    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:489(catch_warnings)
       84    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_sputils.py:147(get_index_dtype)
    22/14    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:375(__new__)
        1    0.000    0.000    0.002    0.002 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cuda_paths.py:44(_get_nvvm_path_decision)
    54/23    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\sre_parse.py:494(_parse)
      389    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:333(on_assign)
       34    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:166(__getitem__)
        3    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\arrayobj.py:459(_getitem_array_generic)
       14    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1397(match)
       12    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\linecache.py:26(getline)
       67    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\pprint.py:219(_pprint_list)
       14    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1410(_inline_const_arraycall)
        2    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\npyimpl.py:560(register_ufuncs)
     1451    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:469(_insert_global)
        3    0.000    0.000    0.002    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\api.py:96(to_device)
  506/458    0.001    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:445(__init__)
      298    0.000    0.000    0.002    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\types.py:77(__call__)
      598    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\os.py:674(__getitem__)
        4    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:1300(slabels)
   139/67    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\pprint.py:389(_format_items)
     2283    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:138(append)
        9    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\transforms.py:353(canonicalize_cfg)
      108    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:272(make_attribute_wrapper)
     1155    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:494(insert_global)
        3    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:362(delete)
       17    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\module.py:11(parse_assembly)
       67    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:564(is_excluded_dtype)
        9    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\transforms.py:283(canonicalize_cfg_single_backedge)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:1438(post_process)
     1005    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:24(deduplicate)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:1623(dump_to_string)
       75    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      173    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:756(load)
        3    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:1254(create_unitgraph_from_coo)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:1597(dump)
        7    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(delete)
      135    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\functools.py:817(dispatch)
        8    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\nvvm.py:155(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:982(peep_hole_delete_with_exit)
     2398    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
       13    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:1323(dump)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\npdatetime.py:1(<module>)
        7    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\lib\function_base.py:5054(delete)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\dispatcher.py:617(configure)
        1    0.000    0.000    0.001    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\libdeviceimpl.py:1(<module>)
       11    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\misc\findlib.py:60(<listcomp>)
     2151    0.001    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\imputils.py:37(decorate)
