Mon Apr 29 22:09:27 2024    profile_results.prof

         124232351 function calls (123790590 primitive calls) in 804.139 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\event.py:422(trigger_event)
        4    0.000    0.000    0.001    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cuda_paths.py:137(get_nvidia_nvvm_ctk)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\threading.py:880(start)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:943(<listcomp>)
       81    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:479(get_value_type)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\untyped_passes.py:182(run_pass)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:674(<genexpr>)
      110    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:979(<genexpr>)
       54    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\range.py:179(_data)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_methods.py:47(_sum)
      820    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:351(_insert)
       55    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\range.py:816(__getitem__)
        9    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:382(num_nodes)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\consts.py:47(_fail)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\io\matlab\_mio.py:15(_open_file_context)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
       81    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:1111(copy_type)
       62    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ctypes\__init__.py:384(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:291(dead_branch_prune)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:670(<lambda>)
       51    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cpu_options.py:122(encode)
      100    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\types.py:424(wrap_constant_value)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:315(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:417(get_or_insert_function)
       97    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\utils.py:628(unified_function_type)
     2151    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\imputils.py:28(lower)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\threading.py:563(wait)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3488(_get_indexer)
       97    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:1123(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\threading.py:280(wait)
     4470    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:1123(unify)
     4812    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:96(key)
       38    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:738(alloca)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudamath.py:10(Math_unary)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     4436    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\pprint.py:92(__lt__)
      232    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\io\matlab\_mio5.py:228(initialize_read)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:57(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\targets.py:46(get_host_cpu_features)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(cumsum)
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
     1050    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:38(__init__)
       58    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:31(wrapped)
       54    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:177(data_index)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\nvvm.py:639(llvm140_to_70_ir)
       38    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\dispatcher.py:244(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:1371(memalloc)
       24    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:359(_find_api)
       86    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:556(<listcomp>)
       38    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:2221(op_LOAD_FAST)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       99    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\analysis.py:66(fix_point_progress)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:126(_init)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:933(coerce_indexer_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\devicearray.py:846(sentry_contiguous)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:1051(memalloc)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2523(cumsum)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
     1146    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\templates.py:269(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\libdeviceimpl.py:25(libdevice_implement_multiple_returns)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\codegen.py:1392(_customize_tm_options)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\imputils.py:241(iternext_wrapper)
      224    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\target_extension.py:70(resolve_target_str)
        6    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:767(_engine)
      105    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\cffi\api.py:194(typeof)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\packer.py:87(as_arguments)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
       64    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ntpath.py:450(normpath)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:207(_back_edges)
        8    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int16}
       90    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:364(on_other)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
       26    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:116(ensure_python_int)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:638(add_target_library_info)
      166    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
      373    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:383(_dfs)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:382(add_instruction_combining_pass)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\common.py:227(_get_filepath_or_buffer)
      788    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cpu_options.py:131(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\io\matlab\_mio.py:25(_open_file)
       52    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\containers.py:170(_make_homogeneous_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\dispatcher.py:108(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_compressed.py:1168(prune)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      292    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir_utils.py:2216(<listcomp>)
       39    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\numbers.py:1363(constant_integer)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:579(_find_back_edges)
       14    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:656(pack_array)
      329    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\context.py:250(_get_attribute_templates)
       28    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:270(__exit__)
      431    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:455(_get_reference)
      448    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:368(_add_edge)
        9    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\nvvmutils.py:196(call_sreg)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\packer.py:97(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:177(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\models.py:612(as_argument)
      105    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:158(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\untyped_passes.py:59(run_pass)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\models.py:551(_as)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       83    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:325(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:260(close)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\bytecode.py:268(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pycparser\c_ast.py:19(<module>)
       39    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:1109(__repr__)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:1019(make_tuple)
        8    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:515(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\typing.py:271(inner)
      110    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\utils.py:33(erase_traceback)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\codegen.py:1058(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\executionengine.py:165(set_object_cache)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:383(_find_def)
      168    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\getlimits.py:668(__init__)
      184    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2010(extend_blocks)
       20    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:510(get_constant)
      118    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\values.py:507(__hash__)
      572    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\event.py:66(_guard_kind)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      694    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:384(__getattr__)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
     1426    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:256(__hash__)
      340    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\enum.py:358(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\targets.py:268(add_analysis_passes)
       53    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_dtype.py:344(_name_get)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\models.py:873(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:1590(_end_current_block)
       14    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:145(_get_ptr_by_name)
       46    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ntpath.py:180(split)
        1    0.000    0.000    0.000    0.000 {numpy.random.mtrand.seed}
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:844(_attempt_allocation)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:1061(allocator)
       11    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\np\arrayobj.py:148(fix_integer_index)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\codegen.py:1269(_pass_manager_builder)
       62    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ctypes\__init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\rangeobj.py:149(iternext)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
      112    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\inspect.py:2781(__init__)
       39    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:201(short)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:198(<listcomp>)
       69    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:458(is_interval_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\llvm_bindings.py:36(create_pass_manager_builder)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pycparser\ply\yacc.py:62(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\sklearn\utils\validation.py:1193(column_or_1d)
      510    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\types.py:30(__ne__)
     4167    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:987(make_helper)
        6    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\torch\_tensor.py:996(__len__)
       12    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\devicearray.py:168(_numba_type_)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:983(_make_helper)
       14    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadecl.py:334(_fp16_binary_operator)
       12    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\ndarray.py:184(from_dlpack)
  211/175    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:239(__eq__)
       49    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:66(_best_signature)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\devices.py:21(__getattr__)
       63    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\lowering.py:389(<listcomp>)
       49    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:1669(typeof_expr)
     1760    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:118(successors)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:38(__init__)
      113    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:1279(find_exprs)
      335    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\numbers.py:830(real_power_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:1353(push)
       11    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\slicing.py:15(fix_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\common.py:98(close)
     2479    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       74    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:358(<setcomp>)
      832    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\utils.py:372(key)
      128    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
       42    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\scipy\sparse\_sputils.py:295(check_shape)
       53    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3677(_validate_positional_slice)
       12    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\ndarray.py:28(_from_dlpack)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:2412(get_function)
    45/12    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ssa.py:411(_find_def_from_top)
      531    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:127(__ne__)
        6    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\misc\dummyarray.py:219(__getitem__)
      572    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\event.py:209(broadcast)
        7    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:736(get_item_pointer2)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\compiler.py:120(define_pipelines)
      534    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\colorama\ansitowin32.py:61(closed)
       15    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      267    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\errors.py:262(__exit__)
     3431    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       76    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:281(goto_entry_block)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
     1938    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\_utils.py:13(is_used)
     2051    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\abstract.py:93(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typing\collections.py:1(<module>)
       64    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\misc.py:101(__init__)
       81    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:110(union)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\binding\targets.py:188(from_triple)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typed_passes.py:678(_get_attr_info)
       29    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\copy.py:66(copy)
       39    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ntpath.py:214(basename)
      162    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\ir.py:605(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\models.py:518(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\sre_compile.py:560(_compile_info)
       32    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\ntpath.py:524(abspath)
        8    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:297(if_then)
        3    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
     1853    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\functions.py:262(key)
      186    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\types\misc.py:124(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\datamodel\models.py:468(from_argument)
     1755    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\controlflow.py:126(predecessors)
       13    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\interpreter.py:1657(_remove_unused_temporaries)
       78    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\typeinfer.py:672(_add_refine_map)
       10    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      101    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:681(descr)
        2    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cpython\numbers.py:629(real_div_impl)
      232    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:48(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:579(icmp_signed)
       49    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\base.py:83(_sort_signatures)
       22    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\misc\dummyarray.py:160(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_asarray.py:31(require)
        7    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\extending.py:190(decorate)
        7    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\cuda\cudadrv\driver.py:2447(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\llvmlite\ir\builder.py:568(_icmp)
        1    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pycparser\plyparser.py:86(template)
        9    0.000    0.000    0.000    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numba\core\cgutils.py:173(__setitem__)
